scope;key;field;eng;cat;spa
clarification;geojsonOnlyFeatureCollection;text;GeoJSON parse error. The only supported GeoJSONs are the ones containing a root type FeatureCollection.;Error d' anàlisi GeoJSON. L'únic que té el GeoJSONs són els que contenen una característiques de tipus arrel.;GeoJSON parse error. Los únicos GeoJSONs compatibles son los que contienen un tipo de raíz FeatureCollection.
clarification;downloadGeojsonCompleted;text;Download GeoJSON completed.;Baixa la geoJSON ha acabat.;Descargar GeoJSON completado.
clarification;errorDownloadingGeojson;text;Error downloading GeoJSON. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar el GeoJSON. <br>Nom: {0} missatge: {1} a: {2} text: {3};Error descargando GeoJSON. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;retrievingS3Metadata;text;Retrieving extra metadata from S3 Bucket. This may take some time...;Agafant metadades extra de S3 Bucket. Això pot trigar una mica...;Recuperando metadatos extra de S3 Bucket. Esto puede tomar algún tiempo...
clarification;s3MetadataCompleted;text;Metadata retrieval from the S3 Bucket completed.;S3 Bucket ha finalitzat la recuperació de les metadades des del S3 Bucket.;Se completó la recuperación de metadatos del cubo S3.
clarification;s3BucketListCompleted;text;S3 Service bucket list request completed.;S3 Servei de llista de correuComment;S3 Solicitud de lista de servicios completado.
clarification;s3BucketContentCompleted;text;S3 Bucket content request completed.;S3 Bucket ha finalitzat la petició de contingut S3 Bucket.;Solicitud de contenido de cubo S3 completada.
clarification;errorRequestingS3;text;Error in requesting S3 Bucket root folder. <br>name: {0} message: {1} at: {2} text: {3};Error en sol· licitar la carpeta arrel de S3 Bucket. <br>Nom: {0} missatge: {1} a: {2} text: {3};Error en la carpeta de raíz S3 Bucket. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;edcCatalogCompleted;text;EDC catalog request completed.;S' ha completat la petició del catàleg EDC.;EDC catalog request completed.
clarification;errorRequestingEdc;text;Error in requesting EDC catalog. <br>name: {0} message: {1} at: {2} text: {3};Error en demanar catàleg EDC. <br>Nom: {0} missatge: {1} a: {2} text: {3};Error en solicitar el catálogo EDC. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;refreshCancelled;text;Refresh cancelled.;Refresca la cancel· lada.;Rechazo cancelado.
clarification;waitingSeconds;text;{0}. Waiting {1} seconds ...;{0}. esperant {1} segons...;{0}Esperando {1} segundos...
clarification;waitingForUpdates;text;{0}. Waiting for updates ...;{0}S' està esperant les actualitzacions...;{0}. Esperando actualizaciones ...
clarification;newRecordWaitingUpdates;text;New record added to table. Waiting for updates ...;S' ha afegit un registre nou a la taula. S' està esperant les actualitzacions...;Nuevo récord añadido a la tabla. Esperando actualizaciones...
clarification;gettingLastObservation;text;Getting the last observation...;Obtenir l' última observació...;Consiguiendo la última observación...
clarification;gettingNumberOfItems;text;Getting number of items;S' està obtenint el nombre d' elementsThe role of the transaction, in present tense;Número de artículos
clarification;datastreamAvailableSta;text;Datastream {0} available in STA;Datastre {0} disponible a STA;Datastream {0} disponible en STA
clarification;observationAvailableUnderDs;text;Observation {0} available in STA under Datastream {1};Observació {0} disponible a STA sota la transmissió de dades {1};Observación {0} disponibles en STA bajo Datastream {1}
clarification;uploadObsStarted;text;Upload observations in STA started...;Carrega les observacions a STA iniciades...;Actualizar las observaciones en STA comenzó...
clarification;uploadObsCompleted;text;Upload observations in STA completed.;Carrega les observacions a STA completades.;Actualizar las observaciones en STA.
clarification;errorUploadingObs;text;Error uploading Observations to STA. <br>name: {0} message: {1} at: {2} text: {3};S' ha produït un error en pujar l' observació a STA. <br>Nom: {0} missatge: {1} a: {2} text: {3};Error cargando Observaciones a STA. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;loadingStaCount;text;Loading STA count...;S' està carregant el compte STA...;Cargando STA cuenta...
clarification;creatingEntity;text;Creating a/an {0}...;S' està creant un/an {0}...;Crear un/an {0}...
clarification;availableAt;text;Available at: {0};Disponible a: {0};Disponible en: {0}
clarification;errorCreatingEntity;text;Error creating entity. <br>name: {0} message: {1} at: {2} text: {3};Error en crear una entitat. <br>Nom: {0} missatge: {1} a: {2} text: {3};Entidad de creación de errores. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;updatingEntity;text;Updating  {0} {1} ...;S' està actualitzant  {0}  {1} ...;Actualización  {0}  {1} ...
clarification;entityUpdated;text;{0} {1} updated.;{0}  {1} S' ha actualitzat.;{0}  {1} actualizado.
clarification;errorUpdatingEntity;text;Error updating {0} {1} updated.;Error d' actualització {0}  {1} S' ha actualitzat.;Actualización de errores {0}  {1} actualizado.
clarification;updatingMultiDatastream;text;Updating MultiDatastream {0} ...;S' està actualitzant MultiDatastream {0} ...;Actualización de MultiDatastream {0} ...
clarification;multiDatastreamUpdated;text;MultiDatastream {0} updated.;MultiDatastre {0} S' ha actualitzat.;MultiDatastream {0} actualizado.
clarification;errorUpdatingMultiDatastream;text;Error updating MultiDatastream {0} updated.;Error en actualitzar el multiDatastream {0} S' ha actualitzat.;Actualización de errores MultiDatastream {0} actualizado.
clarification;deletingEntity;text;Deleting  {0} {1} ...;S' està esborrant  {0}  {1} ...;Eliminación  {0}  {1} ...
clarification;entityDeleted;text;{0} {1} has been deleted.;{0}  {1} S' ha esborrat.;{0}  {1} ha sido eliminado.
clarification;errorDeleting;text;Error deleting;Error en suprimir;Eliminación de errores
clarification;selectingOgcRow;text;Selecting OGC row...;S' està seleccionant la fila OG...;Seleccionando la fila OGC...
clarification;selectingOgcResource;text;Selecting OGC resource...;S' està seleccionant el recurs OG...;Seleccionar el recurso OGC...
clarification;filteringStaByPolygon;text;Filtering STA rows by polygon...;Filtratge de files per polígon...;Filtrar filas STA por polígono...
clarification;autoUpdateSelectColumnsNotImpl;text;Automatic update of SelectColumns not implemented for table nodes.;Actualització automàtica de columnes no implementats pels nodes de taula.;Actualización automática de SelectColumns no implementada para nodos de mesa.
clarification;sharingMeaningRedirect;text;Sharing Meaning. Redirected to NiMMbus (please authenticate and save).;Compartir el significat. S' ha redireccionat a NiMMbus (si us plau, autenticar i desar).;Compartir Significado. Redireccionado a NiMMbus (por favor, autenticar y guardar).
clarification;requestingFeedback;text;Requesting Feedback...;S' estan sol· licitant comentaris...;Solicitando comentarios...
clarification;mediaTypeNotSupported;text;Media type (a.k.a format) not supported in this itinerary;Tipus de suport (a.k. a format) no implementat en aquest itinerari;Tipo de medio (a.k.a formato) no compatible con este itinerario
clarification;credentialsReceived;text;Credentials received;S' han rebut les variables;Credenciales recibidas
clarification;mapBrowserReady;text;MiraMon Map Browser is open and ready to show layers.;El navegador de mapes de MiraMon està obert i llest per a mostrar capes.;MiraMon Map Browser está abierto y listo para mostrar capas.
clarification;mapBrowserClosed;text;MiraMon Map Browser has been closed.;El navegador de mapes MiraMon ha estat tancat.;MiraMon Map Browser ha sido cerrado.
clarification;noDataInParent;text;No data loaded in the parent node.;No s' han carregat dades al node pare.;No hay datos cargados en el nodo padre.
clarification;openingWallet;text;Opening wallet...;S' està obrint la cartera...;Cartera de apertura...
clarification;errorInWallet;text;Error in wallet: {0};Error a la cartera: {0};Error en la cartera: {0}
clarification;connectionSameNode;text;Connection to the same node is not allowed.;No es permet la connexió al mateix node.;No se permite la conexión al mismo nodo.
clarification;connected;text;Connected.;Connectat.;Conectado.
clarification;pressMouseDragConnect;text;Press the mouse botton on the starting node (child node), and drag and drop the mouse on the end node (parent node).;Premeu el robot del ratolí sobre el node d' inici (de fill), i arrossegueu i deixeu anar el ratolí al node final (parent node).;Presione el bottón del ratón en el nodo inicial (nodo del niño), y arrastre y suelte el ratón en el nodo final (nodo del padre).
clarification;reloadStaHome;text;Reload STA home page and dependencies...;Recarrega la pàgina inicial i les dependències...;Recarga STA página de inicio y dependencias...
clarification;requestingStaPage;text;Requesting STA page...;S' està sol· licitant la pàgina STEA...;Solicitando la página STA...
clarification;reloadStaHomeCompleted;text;Reload STA home page and dependencies completed.;Recarrega la pàgina inicial i les dependències completades.;Reload STA home page and dependencies completed.
clarification;reloadOgcApi;text;Reload OGC API collections page and dependencies...;Recarrega la pàgina de col· leccions de l' API i dependències...;Reload OGC API collections página y dependencias...
clarification;requestingOgcApi;text;Requesting OGC API collections page...;S' està sol· licitant la pàgina de col· leccions d' API OCG...;Solicitud de la página de colecciones OGC API...
clarification;reloadOgcApiCompleted;text;Reload OGC API collections page and dependencies completed.;Recarrega la pàgina de col· leccions d' API OCG i dependències completades.;Reload OGC API collections page and dependencies completed.
clarification;reloadOgcCsw;text;Reload OGC CSW records and dependencies...;Recarrega els registres i les dependències de l' OGGGCSW...;Reload OGC CSW records and dependentncies...
clarification;requestingOgcCsw;text;Requesting OGC CSW collections...;S' estan sol· licitant col· leccions OGC CMSW...;Solicitando colecciones OGC CSW...
clarification;reloadOgcCswCompleted;text;Reload OGC CSW records and dependencies completed.;S' han completat els registres i les dependències de càrrega OGGGOSC.;Reload OGC CSW records and dependentncies completed.
clarification;reloadCsv;text;Reload CSV records and dependencies...;Recarrega els registres i dependències CSV...;Recarga los registros y dependencias de CSV...
clarification;requestingCsvUrl;text;Requesting CSV URL table...;S' està sol· licitant la taula URL CSV...;Solicitando tabla URL CSV...
clarification;reloadCsvCompleted;text;Reload CSV records and dependencies completed.;Recarrega els registres CSV i les dependències completades.;Reload CSV records and dependentncies completed.
clarification;newColumnsAdded;text;New columns have been added;S' han afegit noves columnes;Se han añadido nuevas columnas
clarification;applyingFilterWait;text;Applying filter ... It may take a while, please wait;S' està aplicant el filtre... Pot trigar una estona, si us plau, espereu.;Aplicar filtro ... Puede tardar un tiempo, por favor espere.
clarification;filterApplied;text;Filter applied;Filtre aplicat;Filtro aplicado
clarification;addingGeojsonNode;text;Adding GeoJSON node with data uploaded;S' està afegint el node GeoJSON amb dades pujades;Agregar el nodo GeoJSON con los datos cargados
clarification;assetAddedDq4sta;text;The asset has been added to DQ4STA at URL: {0};L' actiu s' ha afegit a l' URL DQ4STA: {0};El activo se ha añadido a DQ4STA en URL: {0}
clarification;requestingToSta;text;Requesting {0} to STA...;Sol· licitant {0} A SA...;Solicitud {0} a STA...
clarification;httpErrorGeneric;text;Error: HTTP {0} URL: {1}, HTTP code: {2}, Description: {3}{4};Error: HTTP {0} URL: {1}Codi HTTP: {2}, Descripció: {3}{4};Error: HTTP {0} URL: {1}, código HTTP: {2}, Descripción: {3}{4}
clarification;noDataToOperate;text;No data to operate on.;No hi ha dades per operar.;No hay datos para operar.
clarification;selectingExpandingSta;text;Selecting and Expanding STA columns...;Seleccionar i expandint columnes STA...;Selección y Ampliación de columnas STA...
clarification;filteringStaRows;text;Filtering STA rows...;S' estan filtrant les files STA...;Filtrando filas STA...
clarification;geolocationNotSupported;text;Geolocation not supported by the web browser;Geolocalització no implementada pel navegador web;Geolocalización no soportada por el navegador web
clarification;geolocationIs;text;Geolocation is long: {0} lat: {1};La geolocalització és llarga: {0} lat: {1};La geolocalización es larga: {0} Lat: {1}
clarification;userDeniedLocation;text;User denied request location.;L' usuari ha denegat la ubicació de petició.;Usuario denegado ubicación de solicitud.
clarification;locationUnavailable;text;Location information is unavailable.;La informació de la ubicació no està disponible.;La información de ubicación no está disponible.
clarification;locationTimeout;text;Request location timeOut.;Petició de temps a fora.;Solicita tiempo de ubicaciónOut.
clarification;unknownLocationError;text;Unknown error obtaining Location ({0}).;Error desconegut en obtenir la ubicació ({0}..;Unknown error obtaining Location (){0}).
clarification;edcContractInitiated;text;EDC contract negociation iniciated...;El contracte DC negociació incied...;EDC contract negociation iniciated...
clarification;edcContractFailed;text;EDC contract negociation failed: {0};Ha fallat el contracte EDC negociation: {0};EDC contract negociation failed: {0}
clarification;edcContractFailedDot;text;EDC contract negociation failed.;Ha fallat el contracte DC negociation.;EDC contract negociation failed.
clarification;edcContractFailedDetail;text;EDC contract negociation failed. <br>name: {0} message: {1} at: {2} text: {3};Ha fallat el contracte DC negociation. <br>Nom: {0} missatge: {1} a: {2} text: {3};EDC contract negociation failed. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;edcContractFailedAfterN;text;EDC contract negociation failed after {0} iterations;Ha fallat el contracte DC negociació després de {0} iteracions;EDC contract negociation failed after {0} iteraciones
clarification;edcContractSuccessful;text;EDC contract negociation successful.;El contracte de l'ECDC ha tingut èxit.;EDC contract negociation successful.
clarification;edcTransferRequested;text;EDC transfer requested...;La transferència EDC demana...;EDC transfer requested...
clarification;edcTransferFailed;text;EDC transfer request failed{0};Ha fallat la petició de transferència EDC{0};EDC transfer request failed{0}
clarification;edcTransferFailedDetail;text;EDC transfer request failed. <br>name: {0} message: {1} at: {2} text: {3};Ha fallat la petició de transferència EDC. <br>Nom: {0} missatge: {1} a: {2} text: {3};La solicitud de transferencia de EDC falló. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;edcTransferFailedAfterN;text;EDC transfer request failed after {0} iterations;La petició de transferència EDC ha fallat després de {0} iteracions;EDC transfer request failed after {0} iteraciones
clarification;edcTransferFailedDetailsAre;text;EDC transfer request failed. Details are: {0};Ha fallat la petició de transferència EDC. Els detalls són: {0};La solicitud de transferencia de EDC falló. Los detalles son: {0}
clarification;edcTransferStartConfirmed;text;EDC transfer request start confirmed.;S' ha confirmat la petició de transferència EDC.;EDC transfer request start confirmed.
clarification;edcGettingUrlFailed;text;EDC getting URL for transfer request failed{0};Ha fallat l' entrada de l' URL per a la petició de transferència EDC{0};EDC obtener URL para solicitud de transferencia falló{0}
clarification;edcUrlObtained;text;EDC URL for transfer obtained.;S' ha obtingut l' URL DC per a la transferència.;URL EDC para transferencia obtenida.
clarification;edcRawTransferCompleted;text;"EDC Raw data transfer completed. It it is not automatically transformed into a table, use the relevant ""format"" tool to do so.";"S' ha completat la transferència de dades EDC RAW. No es transforma automàticament en una taula, useu l' eina ""format corresponent"" per a fer- ho.";"EDC Raw data transfer completed. No se transforma automáticamente en una tabla, utilice la herramienta ""formato"" relevante para hacerlo."
clarification;errorDownloadingSchemaDetail;text;Error downloading TAPIS schema. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar l' esquema TAPIS. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores TAPIS schema. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
chrome;ok;button;OK;Bé;OK
chrome;okLower;button;Ok;Bé;Ok
chrome;cancel;button;Cancel;Cancel· la;Cancelar
chrome;apply;button;Apply;Aplica;Aplicar
chrome;close;button;Close;Tanca;Cerca
chrome;done;button;Done;Fet;Hecho
chrome;load;button;Load;Carrega;Carga
chrome;draw;button;Draw;Dibuixa;Dibujo
chrome;create;button;Create;Crea;Crear
chrome;update;button;Update;Actualitza;Actualización
chrome;delete;button;Delete;Esborra;Suprimir
chrome;insert;button;Insert;Insereix;Insertar
chrome;add;button;Add;Afegeix;Añadir
chrome;share;button;Share;Comparteix;Compartir
chrome;continue;button;Continue;Continua;Continuar
chrome;upload;button;Upload;Puja;Subir
chrome;open;button;Open;Obre;Abierto
DialogConfiguration;fontSizeRatio;label;Table font size ratio:;Relació de la mida del tipus de lletra de la taula:;Índice de tamaño de la fuente:
DialogConfiguration;percent;text;%;%;%
DialogConfiguration;windowDisposition;label;Window disposition:;Disposició de la finestra:;Disposición de ventana:
DialogConfiguration;addGeolocationHeader;label;Add geolocation header;Afegeix capçalera geolocalització;Añada la cabecera de geolocalización
DialogConfiguration;showStartNodeButtonsOnly;label;Show start node buttons only;Mostra només els botons d' inici del node;Mostrar botones de nodo de inicio sólo
DialogLink;linkTo;text;Link to:;Enllaç a:;Enlace a:
DialogLink;addToGraph;label;Add to the graph;Afegeix al gràfic;Añadir al gráfico
DialogLink;openAsJson;label;Open as JSON in a separate window;Obre com a JSON en una finestra separada;Abra como JSON en una ventana separada
DialogOpenURLNetwork;schemaUrl;label;TAPIS saved schema URL:;URL de l' esquema TAPIS desat:;TAPIS guarda la URL del esquema:
DialogOpenURLNetwork;recipeSchemas;label;Recipe stored schemas:;Esquemes desades a la recepta:;Receta de esquemas almacenados:
DialogOpenURLNetwork;selectOption;option;-- Select an option--;#¿NOMBRE?;-- Seleccione una opción--
DialogOpenURLNetwork;recipe1m1;option;Recipe 1, cooking method 1: Understanding the concept of Datastream in STAplus;Recipe 1, mètode de cuina 1: Comprendre el concepte de dades a STP;Receta 1, método de cocción 1: Entendiendo el concepto de Datastream en STAplus
DialogOpenURLNetwork;recipe1m2;option;Recipe 1: cooking method 2: Visiting the same entity from different paths;Recipe 1: Mètode de cuina 2: Visiteu la mateixa entitat des de diferents camins;Receta 1: método de cocción 2: Visitar la misma entidad de diferentes caminos
DialogOpenURLNetwork;recipe2both;option;Recipe 2, both methods: Show the current evolution of a variable captured by a particular party;Recipe 2, ambdós mètodes: Mostra l' evolució actual d' una variable capturada per una festa en particular;Receta 2, ambos métodos: Mostrar la evolución actual de una variable captada por un partido en particular
DialogOpenURLNetwork;recipe2m1;option;Recipe 2, cooking method 1: Recurrently selecting a row using entity identifiers;Recipe 2, Mètode de cuina 1: Reactualment seleccioneu una fila usant identificadors d' entitat;Receta 2, método de cocina 1: seleccionando simultáneamente una fila usando identificadores de entidad
DialogOpenURLNetwork;recipe2m2;option;Recipe 2, cooking method 2: Filtering observations;Recipe 2, mètode de cuina 2: Filtració de filtrat;Receta 2, método de cocción 2: Filtro de observaciones
DialogOpenURLNetwork;recipe3;option;Recipe 3: Show a map of all observation features in an STA service;Recipe 3: Mostra un mapa de totes les característiques d' observació en un servei STA;Receta 3: Mostrar un mapa de todas las características de observación en un servicio STA
DialogOpenURLNetwork;recipe4;option;Recipe 4: Add semantics (meaning) to a table and share, retrieve and store it;Recipe 4: Afegeix semàntics (meaning) a una taula i comparteix, recuperar i emmagatzemar- la;Receta 4: Añadir semántica (que significa) a una tabla y compartir, recuperar y almacenarla
DialogOpenURLNetwork;recipe5a;option;Recipe 5a: Selecting temperatures from an area;Recipe 5a: Seleccionar temperatures des d' una àrea;Receta 5a: Selección de temperaturas de un área
DialogOpenURLNetwork;recipe5b;option;Recipe 5b:Selecting temperatures whose distance from a certain point is greater or lower than an established distance;Recipe 5b: Selecting temperatures de la distància des d' un cert punt és més gran o inferior que una distància establerta;Receta 5b:Elegir temperaturas cuya distancia desde un determinado punto es mayor o menor que una distancia establecida
DialogOpenURLNetwork;recipe6;option;Recipe 6: Creating a new stream of observations;Recipe 6: S' està creant un nou flux d' observacions;Receta 6: Creación de una nueva secuencia de observaciones
DialogOpenURLNetwork;recipe7;option;Recipe 7: Connecting to a data catalogue and giving user feedback about a dataset;Recipe 7: S' està connectant a un catàleg de dades i donant comentaris a l' usuari sobre un conjunt de dades;Receta 7: Conectarse a un catálogo de datos y dar información al usuario sobre un conjunto de datos
DialogOpenURLNetwork;recipe8;option;Recipe 8: Connecting to a S3 service and retreive and view a CSV file in a S3 bucket;Recipe 8: S3 en connectar- se a un servei S3 i veure un fitxer CSV en una cubera S3;Receta 8: Conexión a un servicio S3 y retreive y ver un archivo CSV en un cubo S3
DialogOpenURLNetwork;recipe9;option;Recipe 9: Drawing a stacked bar chart;Recipe 9: Dibuixeu un diagrama de barres apilat;Receta 9: Dibujo de una tabla de barras apilada
DialogOpenURLNetwork;recipe11;option;Recipe 11: Pivoting a table, from values in the rows of a selected column to new columns;Recepta 11: Pilant una taula, des de valors en les files d' una columna seleccionada a noves columnes;Receta 11: Colocar una tabla, desde valores en las filas de una columna seleccionada a nuevas columnas
DialogOpenURLNetwork;recipe12;option;Recipe 12: Determining data quality of a sequence of observations from a Geopackage equivalent to a STA;Recipe 12: Determining qualitat de dades d' una seqüència d' observacions des d' un Geopackage equivalent a un STA;Receta 12: Determinación de la calidad de los datos de una secuencia de observaciones de un Geopaquete equivalente a un STA
DialogSTAURL;landingPageUrl;label;Landing page URL:;URL de la pàgina d'aterratge:;URL de la página de aterrizaje:
DialogSTAURL;suggestedServices;label;Suggested services:;Serveis suggerits:;Servicios sugeridos:
DialogSTAURL;titleSta;title;SensorThings API and STAplus;SensorThings API i STP;SensorThings API y STAplus
DialogSTAURL;titleOgcApiLanding;title;OGC API landing page;Pàgina d' enviament de l' API OGC;OGC API landing page
DialogSTAURL;titleOgcApiItems;title;OGC API collection to extract items;Col· lecció API de la CCG per extreure elements;OGC API collection to extract items
DialogSTAURL;titleOgcCsw;title;Catalogues (OGC CSW);Catàlegs (OGGSC);Catálogos (OGC CSW)
DialogS3Bucket;landingPageUrl;label;Landing page URL:;URL de la pàgina d'aterratge:;URL de la página de aterrizaje:
DialogS3Bucket;accessKey;label;Access Key:;Clau d' accés:;Access Key:
DialogS3Bucket;secretKey;label;Secret Key:;Clau secreta:;Secret Key:
DialogS3Bucket;s3Service;label;S3 Service:;Servei S3:;Servicio S3:
DialogS3Bucket;suggestedServices;label;Suggested services:;Serveis suggerits:;Servicios sugeridos:
DialogS3Bucket;titleService;title;S3 Service;Servei S3;S3 Service
DialogS3Bucket;titleBucket;title;S3 Bucket;S3 Bucket;S3 Bucket
DialogEDC;catalogUrl;label;Catalog URL:;URL del catàleg:;Catálogo URL:
DialogEDC;catalogVersion;label;Catalog version:;Versió del catàleg:;Ficha catálogo:
DialogEDC;consumerUrl;label;Consumer URL:;URL del consumidor:;URL del consumidor:
DialogEDC;suggestedServices;label;Suggested services:;Serveis suggerits:;Servicios sugeridos:
DialogEDC;title;title;Eclipse DataSpace Connector;Òclic DataSpace Connecte;Eclipse DataSpace Connector
DialogSTAViewQuery;staQueryUrl;text;STA query URL:;URL de la consulta STA:;URL de la consulta STA:
DialogCreateUpdateDeleteEntity_numberOfMultiDatastream;howManyFields;label;How many fields do you want to introduce in the multidatastream?;Quants camps voleu presentar- vos a la transmissió multidata?;¿Cuántos campos quieres introducir en el multidatastream?
DialogReplaceTextInTable;inAllTable;label;In all table;En tota la taula;En todos los cuadros
DialogReplaceTextInTable;inOneColumn;label;In one column;En una columna;En una columna
DialogReplaceTextInTable;search;label;Search:;Cerca:;Buscar:
DialogReplaceTextInTable;replace;label;Replace:;Substitueix:;Reemplazar:
DialogReplaceTextInTable;treatNumbersAsText;label;Treat numbers as text;Tracta els números com a text;Tratar números como texto
DialogReplaceTextInTable;treatDatesAsText;label;Treat dates as text;Tracta les dates com a text;Trátese las fechas como texto
DialogMultiCreateSTAINaturalist;obsLegend;title;Observations to create in STA Plus Service;Observacions per crear al servei TA Plus;Observaciones para crear en STA Plus Service
DialogMultiCreateSTAINaturalist;inatNodeLegend;title;Node with INaturalist observations;Node amb observacions inaturalist;Nodo con observaciones INaturalistas
DialogMultiCreateSTAINaturalist;photos;label;Photos;Fotos;Fotos
DialogMultiCreateSTAINaturalist;specieIdByUser;label;Specie, identification by user;Specie, identificació per l' usuari;Specie, identificación por usuario
DialogMultiCreateSTAINaturalist;idByOtherUsers;label;Identification by other users (comments);Identificació per altres usuaris (comments);Identificación por otros usuarios (comentarios)
DialogSeparateColumns;columnsToSeparate;title;Columns to separate:;Columnes a separar:;Columnas para separar:
DialogSeparateColumns;result;title;Result;Resultat;Resultado
DialogSeparateColumns;columnsWithJson;label;Columns with JSON objects;Columnes amb objectes JSON;Columnas con objetos JSON
DialogSeparateColumns;listsInColumns;label;Lists in columns:;Llistes en columnes:;Listas en columnas:
DialogSeparateColumns;delimitedBy;label;delimited by:;Delimitat per:;delimitado por:
DialogSeparateColumns;separedNewRecords;label;separed into new records;Separats en nous registres;separados en nuevos registros
DialogSeparateColumns;separedNewColumns;label;separed into new columns;separats en columnes noves;separado en nuevas columnas
DialogSeparateColumns;removeAlreadyPresent;label;Remove already present elements;Elimina els elements ja presents;Eliminar elementos ya presentes
DialogGroupBy;groupBy;title;GroupBy:;Grup de grups:;GroupBy:
DialogGroupBy;groupByDateRounding;title;GroupBy date rounding:;Data de grup per al voltant:;GroupBy date rounding:
DialogGroupBy;attributesToAggregate;title;Attributes to aggregate:;Atributs a agregar:;Atributos a agregado:
DialogGroupBy;aggregations;title;Aggregations:;Agregació:;Aggregations:
DialogCreateColumns;selectOperation;title;Select your operation:;Seleccioneu l' operació:;Seleccione su operación:
DialogCreateColumns;columnName;title;Column name:;Nom de la columna:;Nombre de columna:
DialogCreateColumns;constantValue;label;Constant value;Valor constant;Valor constante
DialogCreateColumns;autoincremental;label;Autoincemental value;Valor automàtic;Valor autoincentivo
DialogCreateColumns;emptyColumn;label;Empty column;Columna buida;Columna vacía
DialogCreateColumns;personalized;label;Personalized;Personalitzat;Personalizado
DialogCreateColumns;listOfColumns;label;List of columns to add;Llista de columnes a afegir;Lista de columnas para añadir
DialogCreateColumns;addColumnToList;button;Add column to list;Afegeix columna a la llista;Agregar columna a la lista
DialogAggregateColumns;selectAttributes;title;Select attributes:;Selecció d' atributs:;Seleccione atributos:
DialogAggregateColumns;aggregations;title;Aggregations:;Agregació:;Aggregations:
DialogAggregateColumns;decimalFigures;title;Set number of decimal figures:;Estableix el nombre de figures decimals:;Número de cifras decimales:
DialogAggregateColumns;columnName;title;Column name:;Nom de la columna:;Nombre de columna:
DialogAggregateColumns;yes;label;Yes:;Sí:;Sí:
DialogAggregateColumns;personalized;label;Personalized;Personalitzat;Personalizado
DialogAggregateColumns;suggested;label;Suggested:;Suggereixat:;Sugerido:
DialogAggregateColumns;listOfColumns;label;List of columns to add;Llista de columnes a afegir;Lista de columnas para añadir
DialogAggregateColumns;addColumnToList;button;Add column to list;Afegeix columna a la llista;Agregar columna a la lista
DialogColumnsCalculator;operatorsLegend;title;Operators and functions for the formula:;Operadors i funcions per a la fórmula:;Operadores y funciones para la fórmula:
DialogColumnsCalculator;decimalFigures;title;Set number of decimal figures:;Estableix el nombre de figures decimals:;Número de cifras decimales:
DialogColumnsCalculator;columnName;title;Column name:;Nom de la columna:;Nombre de columna:
DialogColumnsCalculator;attribute;label;Attribute:;Atribut:;Atributo:
DialogColumnsCalculator;formula;label;Formula:;Fórmula:;Fórmula:
DialogColumnsCalculator;yes;label;Yes:;Sí:;Sí:
DialogColumnsCalculator;personalized;label;Personalized;Personalitzat;Personalizado
DialogColumnsCalculator;listOfColumns;label;List of columns to add;Llista de columnes a afegir;Lista de columnas para añadir
DialogColumnsCalculator;writeInFormula;button;Write in the formula;Escriu en la fórmula;Escribe en la fórmula
DialogColumnsCalculator;addColumnToList;button;Add column to list;Afegeix columna a la llista;Agregar columna a la lista
DialogColumnsCalculator;if;button;If;Si;Si
DialogColumnsCalculator;and;button;and;i;y
DialogColumnsCalculator;or;button;or;o;o
DialogColumnsCalculator;not;button;not;no;no
DialogColumnsCalculator;xor;button;xor;xor;xor
DialogTransposeTable;help;text;Rows become columns and columns become rows. Values of the header column become the new column names.;Les files es converteixen en columnes i columnes en files. Valors de la columna de la capçalera esdevenen els noms de les noves columnes.;Las filas se convierten en columnas y columnas se convierten en filas. Los valores de la columna del encabezado se convierten en los nuevos nombres de columna.
DialogTransposeTable;headerColumn;label;Header column:;Columna de capçalera:;Columna de cabecera:
DialogTransposeTable;attrColumnName;label;Name of the attribute column:;Nom de la columna d' atribut:;Nombre de la columna atributo:
DialogPivotTable;columns;title;Columns;Columnes;Columnas
DialogPivotTable;rows;title;Rows;Files;Rows
DialogPivotTable;values;title;Values;Valors;Valores
DialogPivotTable;repeatedAgg;title;Repited values aggregated by:;Valors informats agregats per:;Valores repitidos agregados por:
DialogPivotTable;addColumn;button;Add a Column;Afegeix una columna;Añadir una columna
DialogPivotTable;addRow;button;Add a Row;Afegeix una fila;Añadir una fila
DialogPivotTable;addValue;button;Add a Value;Afegeix un valor;Agregar un valor
DialogConcatenateTables;chooseOption;title;Choose one option;Escolliu una opció;Elija una opción
DialogConcatenateTables;allColumns;label;Concatenate all columns;Concaten totes les columnes;Concatenar todas las columnas
